COD_ACIDENTE;VEÍCULO;TIPO VEÍCULO;MARCA;ANO FABRICAÇÃO;COR;ESPÉCIE;CATEGORIA;ALUGUEL;LEGALIZADO;DANIFICADO;MANOBRA;VIA DE ACESSO
UXW4310;.1;Bicicleta;;;;;;;Não informado;;;
TSN2168;.1;Bicicleta;;;;;;;Não informado;;;
TWP7383;.1;Bicicleta;;;;;;;Não informado;;;
TWP7383;.2;Automóvel;;;;;;;Não informado;;;
EYD1095;.1;Bicicleta;;;;;;;Não informado;;;
DTX6906;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
NPF2403;.1;Bicicleta;;;;;;;Não informado;;;
RAJ9597;.1;Bicicleta;;;;;;;Não informado;;;
RAJ9597;.2;Automóvel;;;;;;;Não informado;;;
BMA7251;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
BMA7251;.2;Motocicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
WBC0501;.1;Bicicleta;;;;;;;Não informado;;;
LBM4561;.1;Bicicleta;;;;;;;Não informado;;;
LBM4561;.2;Automóvel;;;;;;;Não informado;;;
AAE2677;.1;Bicicleta;;;;;;;Não informado;;;
HQM4793;.1;Bicicleta;;;;;;;Não informado;;;
PEN7946;.1;Bicicleta;;;;;;;Não informado;;;
OZI0598;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
OZI0598;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
FUV4484;.1;Bicicleta;;;;;;;Não informado;;;
MUN6201;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
MUN6201;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
INJ6557;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
KZD5653;.1;Bicicleta;;;;;;;Não informado;;;
TKW6355;.1;Bicicleta;;;;;;;Não informado;;;
TKW6355;.2;Automóvel;;;;;;;Não informado;;;
OMC6353;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
STQ3973;.1;Bicicleta;;;;;;;Não informado;;;
STQ3973;.2;Automóvel;;;;;;;Não informado;;;
RKU2806;.1;Motocicleta;;;;Não informado;Não informado;Não informado;Não informado;Danificado;;Manoel Mavignier
RKU2806;.2;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Danificado;;Manoel Mavignier
UVC3511;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
CUB6166;.1;Bicicleta;;;;;;;Não informado;;;
WQD2713;.1;Bicicleta;;;;;;;Não informado;;;
SOF9931;.1;Bicicleta;;;;;;;Não informado;;;
JHP7774;.1;Bicicleta;;;;;;;Não informado;;;
CXB1843;.1;Bicicleta;;;;;;;Não informado;;;
FFU8601;.1;Bicicleta;;;;;;;Não informado;;;
HWJ8729;.1;Bicicleta;;;;;;;Não informado;;;
HWJ8729;.2;Automóvel;;;;;;;Não informado;;;
HKC7112;.1;Bicicleta;;;;;;;Não informado;;;
XLD5093;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
XLD5093;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
MFR6301;.1;Bicicleta;;;;;;;Não informado;;;
MCG6288;.1;Automóvel;TOYOTA COROLLA;2017;BRANCA;Não informado;Não informado;Não informado;Não informado;Danificado;CIRCULANDO;Avenida Presidente Costa e Silva
MCG6288;.2;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Danificado;CIRCULANDO;Avenida Presidente Costa e Silva
WUU6241;.1;Bicicleta;;;;;;;Não informado;;;
NNE9015;.1;Bicicleta;;;;;;;Não informado;;;
NNE9015;.2;Automóvel;;;;;;;Não informado;;;
GUZ1487;.1;Bicicleta;;;;;;;Não informado;;;
HHI2403;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Danificado;;Não informado
HHI2403;.2;Motocicleta;YAMAHA;;;Não informado;Não informado;Não informado;Não informado;Danificado;;Não informado
SEL0607;.1;Bicicleta;;;;;;;Não informado;;;
SEL0607;.2;Automóvel;;;;;;;Não informado;;;
PEG3398;.1;Bicicleta;;;;;;;Não informado;;;
LBL6846;.1;Bicicleta;;;;;;;Não informado;;;
LBL6846;.2;Automóvel;;;;;;;Não informado;;;
PAQ0251;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
ZGE9852;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
JBZ4219;.1;Bicicleta;;;;;;;Não informado;;;
EVE9789;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
CAP2193;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
CAP2193;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
YJE7943;.1;Bicicleta;;;;;;;Não informado;;;
SLR8692;.1;Bicicleta;;;;;;;Não informado;;;
OOQ1298;.1;Bicicleta;;;;;;;Não informado;;;
OOQ1298;.2;Automóvel;;;;;;;Não informado;;;
TVA1809;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
ZSF2191;.1;Bicicleta;;;;;;;Não informado;;;
GJC7077;.1;Bicicleta;;;;;;;Não informado;;;
YPW6304;.1;Bicicleta;;;;;;;Não informado;;;
FEU4924;.1;Bicicleta;;;;;;;Não informado;;;
RHV5988;.1;Bicicleta;;;;;;;Não informado;;;
NES2721;.1;Bicicleta;;;;;;;Não informado;;;
FEP9843;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
MZD3669;.1;Bicicleta;;;;;;;Não informado;;;
MZD3669;.2;Automóvel;;;;;;;Não informado;;;
TWW4718;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
DSI8399;.1;Bicicleta;;;;;;;Não informado;;;
DSI8399;.2;Automóvel;;;;;;;Não informado;;;
JXJ2753;.1;Bicicleta;;;;;;;Não informado;;;
HKK1927;.1;Bicicleta;;;;;;;Não informado;;;
ABZ7679;.1;Bicicleta;;;;;;;Não informado;;;
LYJ2860;.1;Bicicleta;;;;;;;Não informado;;;
ZAD8083;.1;Bicicleta;;;;;;;Não informado;;;
QOK3189;.1;Bicicleta;;;;;;;Não informado;;;
UHJ5641;.1;Bicicleta;;;;;;;Não informado;;;
SSO0087;.1;Bicicleta;;;;;;;Não informado;;;
SSO0087;.2;Automóvel;;;;;;;Não informado;;;
UNZ5294;.1;Bicicleta;;;;;;;Não informado;;;
UGQ8339;.1;Bicicleta;;;;;;;Não informado;;;
ZVT6795;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
QXH0248;.1;Bicicleta;;;;;;;Não informado;;;
QXH0248;.2;Automóvel;;;;;;;Não informado;;;
ZCJ2704;.1;Bicicleta;;;;;;;Não informado;;;
ZCJ2704;.2;Automóvel;;;;;;;Não informado;;;
JOP1780;.1;Bicicleta;;;;;;;Não informado;;;
IPB1445;.1;Bicicleta;;;;;;;Não informado;;;
GMG1553;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
GMG1553;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
LSU2970;.1;Bicicleta;;;;;;;Não informado;;;
PUR6233;.1;Bicicleta;;;;;;;Não informado;;;
TOA4802;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
ZXF7874;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
JKJ0210;.1;Bicicleta;;;;;;;Não informado;;;
IJG2468;.1;Automóvel;I Vw jetta 2.0;;PRETA;Passageiro;Particular;;Não informado;;Circulando;
IJG2468;.2;Bicicleta;TROPICAL Poppy;;ROSA;Não informado;Não informado;;Não informado;;Cruzando o fluxo;
BOA9920;.1;Bicicleta;;;;;;;Não informado;;;
BOA9920;.2;Automóvel;;;;;;;Não informado;;;
YYP5575;.1;Bicicleta;;;;;;;Não informado;;;
KWE4170;.1;Bicicleta;;;;;;;Não informado;;;
NQG8674;.1;Bicicleta;;;;;;;Não informado;;;
HZB5700;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
HZB5700;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
WDI7543;.1;Bicicleta;;;;;;;Não informado;;;
GGF1609;.1;Bicicleta;;;;;;;Não informado;;;
GGF1609;.2;Automóvel;;;;;;;Não informado;;;
QVW7408;.1;Bicicleta;;;;;;;Não informado;;;
QVW7408;.2;Automóvel;;;;;;;Não informado;;;
IBW0271;.1;Bicicleta;;;;;;;Não informado;;;
IJY0973;.1;Bicicleta;;;;;;;Não informado;;;
ORX2186;.1;Bicicleta;;;;;;;Não informado;;;
ORX2186;.2;Automóvel;;;;;;;Não informado;;;
NTZ1916;.1;Bicicleta;;;;;;;Não informado;;;
NTZ1916;.2;Automóvel;;;;;;;Não informado;;;
HVV5120;.1;Bicicleta;;;;;;;Não informado;;;
HVV5120;.2;Automóvel;;;;;;;Não informado;;;
HUW4255;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
QRS8152;.1;Bicicleta;;;;;;;Não informado;;;
VZT0078;.1;Bicicleta;;;;;;;Não informado;;;
IOQ8717;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
SFW3065;.1;Bicicleta;;;;;;;Não informado;;;
JNZ5273;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
NQR1051;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
NQR1051;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
JLM5320;.1;Bicicleta;;;;;;;Não informado;;;
JLM5320;.2;Automóvel;;;;;;;Não informado;;;
IHG0084;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
MQP6214;.1;Bicicleta;;;;;;;Não informado;;;
MQP6214;.2;Automóvel;;;;;;;Não informado;;;
SND3870;.1;Motocicleta;HONDA POP 110;2024;VERMELHO;Passageiro;Particular;Não Se Aplica;Não informado;Danificado;;RUA CON LIMA SUCUPIRA
SND3870;.2;Bicicleta;;;;Passageiro;Particular;Não Se Aplica;Não informado;Danificado;;RUA CON LIMA SUCUPIRA
UGX4221;.1;Motocicleta;HONDA Cg 160 titan;;VERMELHA;Passageiro;Particular;;Não informado;;Circulando;
UGX4221;.2;Bicicleta; ;;PRETA;Não informado;Não informado;;Não informado;;Circulando;
HQY9741;.1;Bicicleta;;;;;;;Não informado;;;
THJ6078;.1;Bicicleta;;;;;;;Não informado;;;
IKY7546;.1;Bicicleta;;;;;;;Não informado;;;
IKY7546;.2;Automóvel;;;;;;;Não informado;;;
MBO7805;.1;Bicicleta;;;;;;;Não informado;;;
BBV8542;.1;Bicicleta;;;;;;;Não informado;;;
DHP9799;.1;Bicicleta;;;;;;;Não informado;;;
DHP9799;.2;Automóvel;;;;;;;Não informado;;;
SCU0501;.1;Bicicleta;;;;;;;Não informado;;;
USA9673;.1;Bicicleta;;;;;;;Não informado;;;
USA9673;.2;Automóvel;;;;;;;Não informado;;;
SUM6711;.1;Bicicleta;;;;;;;Não informado;;;
YTK2307;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
JHS8564;.1;Ônibus;M.BENZ Induscar apache u;;BRANCA;Passageiro;Aluguel;;Não informado;;Circulando;
JHS8564;.2;Bicicleta;SEM MARCA Sem modelo;;PRETO;Não informado;Não informado;;Não informado;;Circulando;
DOH5839;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
DOH5839;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
OWO9897;.1;Bicicleta;;;;;;;Não informado;;;
OWO9897;.2;Automóvel;;;;;;;Não informado;;;
HJK2212;.1;Bicicleta;;;;;;;Não informado;;;
HJK2212;.2;Automóvel;;;;;;;Não informado;;;
IRU4072;.1;Bicicleta;;;;;;;Não informado;;;
TGU2813;.1;Bicicleta;;;;;;;Não informado;;;
TGU2813;.2;Automóvel;;;;;;;Não informado;;;
ZVP3139;.1;Bicicleta;;;;;;;Não informado;;;
AES0330;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
XKD7323;.1;Bicicleta;;;;;;;Não informado;;;
XKD7323;.2;Automóvel;;;;;;;Não informado;;;
OKP6315;.1;Motocicleta;HONDA START 160;2016;VERMELHA;Passageiro;Particular;Não Se Aplica;Não informado;Danificado;CIRCULANDO;Rua João Carvalho
OKP6315;.2;Bicicleta;;;;Não informado;Particular;Não Se Aplica;Não informado;Danificado;;AV BAR STUDART
QEF0981;.1;Bicicleta;;;;;;;Não informado;;;
QEF0981;.2;Automóvel;;;;;;;Não informado;;;
HRX7405;.1;Bicicleta;;;;;;;Não informado;;;
VTR2847;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
JSH2355;.1;Bicicleta;;;;;;;Não informado;;;
SJR5896;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
SJR5896;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
UEA9894;.1;Bicicleta;;;;;;;Não informado;;;
NSB3614;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
JOQ2323;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
WOW0207;.1;Bicicleta;;;;;;;Não informado;;;
HYT1695;.1;Bicicleta;;;;;;;Não informado;;;
KZL2203;.1;Bicicleta;;;;;;;Não informado;;;
KZL2203;.2;Automóvel;;;;;;;Não informado;;;
DIH7179;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
JTH8066;.1;Bicicleta;;;;;;;Não informado;;;
